Animal,Parmfile,HR,Probe HR,FAR,Number of Probe Targets,Number of Targets,Number of References,Probe DI (%),DI (%),Probe RT (s),Difficulty,zprobeHR,zHR,zFAR,d prime,probe d prime,Criterion
Babybell,bbl017c02_a_PTD.m,0.96,0.8,0.35,10,47,95,0.78,0.84,0.42,Easy,0.841621234,1.750686071,-0.385320466,2.136006538,1.2269417,-0.682682802
Babybell,bbl019h03_a_PTD.m,0.88,0.7,0.27,10,52,88,0.68,0.77,0.44,Easy,0.524400513,1.174986792,-0.612812991,1.787799783,1.137213504,-0.281086901
Babybell,bbl019h04_a_PTD.m,0.72,0.75,0.26,12,64,97,0.71,0.69,0.54,Hard,0.67448975,0.582841507,-0.643345405,1.226186913,1.317835156,0.030251949
Babybell,bbl020b03_a_PTD.m,0.96,0.8,0.33,10,48,105,0.69,0.78,0.56,Easy,0.841621234,1.750686071,-0.439913166,2.190599237,1.281534399,-0.655386453
Babybell,bbl020b05_a_PTD.m,0.96,0.94,0.38,9,47,105,0.84,0.8,0.38,Hard,1.554773595,1.750686071,-0.305480788,2.056166859,1.860254383,-0.722602642
Babybell,bbl020c02_a_PTD.m,0.99,0.94,0.42,9,46,120,0.73,0.78,0.53,Easy,1.554773595,2.326347874,-0.201893479,2.528241353,1.756667074,-1.062227197
Babybell,bbl020c03_a_PTD.m,0.83,0.95,0.44,11,54,135,0.82,0.74,0.44,Hard,1.644853627,0.954165253,-0.150969215,1.105134469,1.795822842,-0.401598019
Babybell,bbl020c05_a_PTD.m,0.99,0.95,0.37,10,48,105,0.79,0.81,0.42,Easy,1.644853627,2.326347874,-0.331853346,2.65820122,1.976706973,-0.997247264
Babybell,bbl020c07_a_PTD.m,0.72,0.8,0.2,10,47,71,0.77,0.75,0.45,Hard,0.841621234,0.582841507,-0.841621234,1.424462741,1.683242467,0.129389863
Babybell,bbl021f04_a_PTD.m,0.99,0.94,0.37,9,45,105,0.85,0.86,0.26,Easy,1.554773595,2.326347874,-0.331853346,2.65820122,1.886626941,-0.997247264
Babybell,bbl021h04_a_PTD.m,0.67,0.62,0.4,8,39,96,0.67,0.64,0.28,Hard,0.305480788,0.439913166,-0.253347103,0.693260269,0.558827891,-0.093283031
Babybell,bbl021h05_a_PTD.m,0.96,0.89,0.39,9,46,132,0.79,0.83,0.31,Easy,1.22652812,1.750686071,-0.279319034,2.030005106,1.505847154,-0.735683518
Babybell,bbl022d03_a_PTD.m,0.72,0.83,0.36,12,60,137,0.71,0.65,0.53,Hard,0.954165253,0.582841507,-0.358458793,0.941300301,1.312624046,-0.112191357
Babybell,bbl022d04_a_PTD.m,0.94,0.7,0.33,10,50,110,0.6,0.75,0.62,Easy,0.524400513,1.554773595,-0.439913166,1.99468676,0.964313678,-0.557430214
Babybell,bbl022g03_a_PTD.m,0.99,0.94,0.42,9,47,132,0.88,0.86,0.23,Hard,1.554773595,2.326347874,-0.201893479,2.528241353,1.756667074,-1.062227197
Babybell,bbl022g07_a_PTD.m,0.98,0.94,0.31,9,47,88,0.84,0.84,0.22,Easy,1.554773595,2.053748911,-0.495850347,2.549599258,2.050623942,-0.778949282
Babybell,bbl022g08_a_PTD.m,0.94,0.94,0.41,9,47,133,0.83,0.81,0.35,Hard,1.554773595,1.554773595,-0.227544977,1.782318571,1.782318571,-0.663614309
Babybell,bbl023c03_a_PTD.m,0.98,0.89,0.33,9,49,89,0.72,0.8,0.45,Easy,1.22652812,2.053748911,-0.439913166,2.493662076,1.666441286,-0.806917872
Babybell,bbl023c04_a_PTD.m,0.85,0.95,0.46,10,53,153,0.83,0.76,0.38,Hard,1.644853627,1.036433389,-0.100433721,1.13686711,1.745287347,-0.467999834
Babybell,bbl023c06_a_PTD.m,0.9,0.95,0.34,10,50,107,0.85,0.8,0.4,Hard,1.644853627,1.281551566,-0.412463129,1.694014695,2.057316756,-0.434544218
Babybell,bbl023c07_a_PTD.m,0.99,0.94,0.34,9,47,89,0.85,0.88,0.4,Easy,1.554773595,2.326347874,-0.412463129,2.738811003,1.967236724,-0.956942372
Babybell,bbl025a05_a_PTD.m,0.99,0.94,0.28,9,44,81,0.84,0.86,0.46,Easy,1.554773595,2.326347874,-0.582841507,2.909189381,2.137615102,-0.871753183
Babybell,bbl025a06_a_PTD.m,0.84,0.75,0.36,12,57,112,0.67,0.71,0.43,Hard,0.67448975,0.994457883,-0.358458793,1.352916676,1.032948543,-0.317999545
Babybell,bbl025c03_a_PTD.m,0.83,0.55,0.2,11,54,66,0.56,0.7,0.64,Easy,0.125661347,0.954165253,-0.841621234,1.795786487,0.96728258,-0.05627201
Babybell,bbl025c04_a_PTD.m,0.82,0.8,0.27,45,56,93,0.79,0.82,0.62,Easy,0.841621234,0.915365088,-0.612812991,1.528178079,1.454434225,-0.151276048
Babybell,bbl025g05_a_PTD.m,0.92,0.6,0.11,10,50,53,0.67,0.84,0.48,Easy,0.253347103,1.40507156,-1.22652812,2.63159968,1.479875223,-0.08927172
Babybell,bbl025g06_a_PTD.m,0.61,0.53,0.19,59,74,104,0.63,0.76,0.53,Easy,0.075269862,0.279319034,-0.877896295,1.157215329,0.953166157,0.29928863
Babybell,bbl026d04_a_PTD.m,0.99,0.94,0.27,9,46,88,0.91,0.91,0.38,Easy,1.554773595,2.326347874,-0.612812991,2.939160865,2.167586586,-0.856767442
Babybell,bbl026d05_a_PTD.m,0.92,0.9,0.28,39,49,87,0.82,0.88,0.47,Easy,1.281551566,1.40507156,-0.582841507,1.987913068,1.864393073,-0.411115027
Babybell,bbl026f03_a_PTD.m,0.9,0.88,0.26,40,50,91,0.77,0.85,0.54,Easy,1.174986792,1.281551566,-0.643345405,1.924896971,1.818332197,-0.31910308
Babybell,bbl026f04_a_PTD.m,0.8,0.6,0.25,10,55,101,0.66,0.75,0.66,Easy,0.253347103,0.841621234,-0.67448975,1.516110984,0.927836853,-0.083565742
Babybell,bbl027f03_a_PTD.m,0.72,0.67,0.35,9,47,107,0.61,0.69,0.54,Hard,0.439913166,0.582841507,-0.385320466,0.968161974,0.825233632,-0.09876052
Babybell,bbl027i02_a_PTD.m,0.73,0.67,0.22,12,62,91,0.67,0.66,0.47,Easy,0.439913166,0.612812991,-0.772193214,1.385006205,1.21210638,0.079690112
Babybell,bbl027i03_a_PTD.m,0.68,0.77,0.21,13,66,106,0.73,0.74,0.61,Hard,0.738846849,0.467698799,-0.806421247,1.274120046,1.545268096,0.169361224
Babybell,bbl028d04_a_PTD.m,0.9,0.9,0.3,10,50,109,0.84,0.87,0.35,Hard,1.281551566,1.281551566,-0.524400513,1.805952078,1.805952078,-0.378575526
Babybell,bbl028d05_a_PTD.m,0.72,0.54,0.23,13,64,96,0.61,0.66,0.51,Easy,0.100433721,0.582841507,-0.738846849,1.321688356,0.83928057,0.078002671
Babybell,bbl028d06_a_PTD.m,0.87,0.95,0.32,11,52,95,0.89,0.8,0.41,Hard,1.644853627,1.126391129,-0.467698799,1.594089928,2.112552426,-0.329346165
Babybell,bbl028d08_a_PTD.m,0.94,0.95,0.3,10,50,84,0.86,0.78,0.52,Easy,1.644853627,1.554773595,-0.524400513,2.079174107,2.16925414,-0.515186541
Babybell,bbl028d09_a_PTD.m,0.74,0.92,0.22,12,61,101,0.85,0.8,0.57,Hard,1.40507156,0.643345405,-0.772193214,1.41553862,2.177264774,0.064423904
Babybell,bbl029c03_a_PTD.m,0.96,0.83,0.35,3,13,31,0.95,0.85,0.25,Hard,0.954165253,1.750686071,-0.385320466,2.136006538,1.33948572,-0.682682802
Babybell,bbl029f04_a_PTD.m,0.45,0.46,0.18,13,65,93,0.57,0.59,0.64,Hard,-0.100433721,-0.125661347,-0.915365088,0.789703741,0.814931367,0.520513217
Babybell,bbl029f05_a_PTD.m,0.55,0.42,0.07,12,55,57,0.58,0.6,0.71,Easy,-0.201893479,0.125661347,-1.475791028,1.601452375,1.273897549,0.675064841
Babybell,bbl029h04_a_PTD.m,0.54,0.5,0.23,4,24,39,0.61,0.61,0.12,Easy,0,0.100433721,-0.738846849,0.83928057,0.738846849,0.319206564
Babybell,bbl030e04_a_PTD.m,0.96,0.88,0.36,4,23,55,0.81,0.76,0.23,Easy,1.174986792,1.750686071,-0.358458793,2.109144865,1.533445585,-0.696113639
Babybell,bbl030e07_a_PTD.m,0.99,0.94,0.34,9,45,123,0.88,0.87,0.25,Easy,1.554773595,2.326347874,-0.412463129,2.738811003,1.967236724,-0.956942372
Babybell,bbl030e08_a_PTD.m,0.94,0.95,0.37,10,49,123,0.86,0.83,0.24,Hard,1.644853627,1.554773595,-0.331853346,1.886626941,1.976706973,-0.611460124
Babybell,bbl030e11_a_PTD.m,0.99,0.94,0.26,9,47,95,0.9,0.86,0.2,Easy,1.554773595,2.326347874,-0.643345405,2.969693279,2.198119,-0.841501234
Babybell,bbl030e12_a_PTD.m,0.99,0.95,0.31,10,45,100,0.85,0.87,0.34,Hard,1.644853627,2.326347874,-0.495850347,2.822198221,2.140703974,-0.915248763
Babybell,bbl030f04_a_PTD.m,0.9,0.95,0.37,10,50,116,0.89,0.86,0.31,Hard,1.644853627,1.281551566,-0.331853346,1.613404912,1.976706973,-0.47484911
Babybell,bbl030f05_a_PTD.m,0.94,0.93,0.44,7,34,75,0.77,0.72,0.4,Easy,1.475791028,1.554773595,-0.150969215,1.70574281,1.626760244,-0.70190219
Babybell,Babybell_2017_01_25_PTD_2.m,0.99,0.96,0.23,12,56,86,0.91,0.91,0.33,Hard,1.750686071,2.326347874,-0.738846849,3.065194723,2.48953292,-0.793750512
Babybell,Babybell_2017_01_25_PTD_3.m,0.99,0.96,0.17,12,63,81,0.95,0.95,0.4,Easy,1.750686071,2.326347874,-0.954165253,3.280513127,2.704851324,-0.68609131
Babybell,Babybell_2017_01_25_PTD_5.m,0.74,0.6,0.24,15,77,110,0.61,0.67,0.38,Easy,0.253347103,0.643345405,-0.706302563,1.349647968,0.959649666,0.031478579
Babybell,Babybell_2017_01_25_PTD_6.m,0.85,0.93,0.32,15,75,124,0.82,0.79,0.41,Hard,1.475791028,1.036433389,-0.467698799,1.504132189,1.943489827,-0.284367295
Babybell,bbl031e03_a_PTD.m,0.97,0.93,0.46,7,34,123,0.83,0.78,0.27,Easy,1.475791028,1.880793608,-0.100433721,1.981227329,1.576224749,-0.890179944
Babybell,bbl031f03_a_PTD.m,0.98,0.94,0.38,8,46,128,0.84,0.82,0.3,Hard,1.554773595,2.053748911,-0.305480788,2.359229699,1.860254383,-0.874134061
Babybell,bbl031f04_a_PTD.m,0.99,0.94,0.32,9,44,74,0.89,0.88,0.24,Easy,1.554773595,2.326347874,-0.467698799,2.794046673,2.022472394,-0.929324537
Babybell,bbl031f07_a_PTD.m,0.67,0.67,0.21,12,67,91,0.69,0.71,0.31,Hard,0.439913166,0.439913166,-0.806421247,1.246334413,1.246334413,0.183254041
Babybell,bbl031f08_a_PTD.m,0.79,0.67,0.25,12,58,88,0.64,0.69,0.63,Easy,0.439913166,0.806421247,-0.67448975,1.480910997,1.114402916,-0.065965748
Babybell,bbl032f03_a_PTD.m,0.8,0.83,0.28,12,59,87,0.81,0.77,0.36,Easy,0.954165253,0.841621234,-0.582841507,1.424462741,1.53700676,-0.129389863
Babybell,bbl032f04_a_PTD.m,0.98,0.95,0.36,10,48,108,0.88,0.86,0.37,Hard,1.644853627,2.053748911,-0.358458793,2.412207704,2.00331242,-0.847645059
Babybell,bbl032f06_a_PTD.m,0.91,0.93,0.35,7,33,77,0.87,0.81,0.42,Hard,1.475791028,1.340755034,-0.385320466,1.7260755,1.861111495,-0.477717284
Babybell,bbl032g03_a_PTD.m,0.96,0.95,0.27,10,50,89,0.89,0.84,0.46,Easy,1.644853627,1.750686071,-0.612812991,2.363499062,2.257666618,-0.56893654
Babybell,bbl032g04_a_PTD.m,0.71,0.69,0.27,13,65,97,0.7,0.73,0.39,Hard,0.495850347,0.55338472,-0.612812991,1.166197711,1.108663338,0.029714136
Babybell,bbl033c03_a_PTD.m,0.84,0.91,0.31,11,55,103,0.88,0.81,0.27,Hard,1.340755034,0.994457883,-0.495850347,1.490308231,1.836605381,-0.249303768
Babybell,bbl033c04_a_PTD.m,0.86,0.95,0.3,10,50,91,0.88,0.78,0.44,Easy,1.644853627,1.080319341,-0.524400513,1.604719854,2.16925414,-0.277959414
Babybell,Babybell_2017_02_01_PTD_1.m,0.98,0.94,0.34,9,47,103,0.86,0.85,0.3,Hard,1.554773595,2.053748911,-0.412463129,2.46621204,1.967236724,-0.820642891
Babybell,Babybell_2017_02_01_PTD_2.m,0.95,0.97,0.27,16,83,134,0.85,0.8,0.38,Easy,1.880793608,1.644853627,-0.612812991,2.257666618,2.493606599,-0.516020318
Babybell,Babybell_2017_02_01_PTD_3.m,0.38,0.5,0.05,8,34,39,0.67,0.65,0.75,Easy,0,-0.305480788,-1.644853627,1.339372839,1.644853627,0.975167208
Babybell,Babybell_2017_02_01_PTD_4.m,0.63,0.67,0.16,6,30,38,0.69,0.7,0.73,Easy,0.439913166,0.331853346,-0.994457883,1.32631123,1.434371049,0.331302268
Babybell,Babybell_2017_02_02_PTD_2.m,0.99,0.95,0.23,11,51,80,0.9,0.88,0.31,Hard,1.644853627,2.326347874,-0.738846849,3.065194723,2.383700476,-0.793750512
Babybell,Babybell_2017_02_02_PTD_3.m,0.65,0.56,0.15,9,48,62,0.62,0.63,0.5,Easy,0.150969215,0.385320466,-1.036433389,1.421753856,1.187402605,0.325556462
Babybell,Babybell_2017_02_02_PTD_4.m,0.41,0.64,0.12,11,54,69,0.72,0.66,0.63,Hard,0.358458793,-0.227544977,-1.174986792,0.947441815,1.533445585,0.701265884
Babybell,Babybell_2017_02_02_PTD_5.m,0.56,0.4,0.21,10,50,70,0.54,0.57,0.58,Easy,-0.253347103,0.150969215,-0.806421247,0.957390463,0.553074144,0.327726016
Babybell,bbl034d03_a_PTD.m,0.79,0.6,0.35,5,24,72,0.53,0.58,0.54,Easy,0.253347103,0.806421247,-0.385320466,1.191741713,0.63866757,-0.21055039
Babybell,bbl034d04_a_PTD.m,0.59,0.5,0.29,8,39,78,0.58,0.64,0.29,Hard,0,0.227544977,-0.55338472,0.780929696,0.55338472,0.162919871
Babybell,bbl034e03_a_PTD.m,0.99,0.94,0.26,9,45,73,0.9,0.91,0.37,Easy,1.554773595,2.326347874,-0.643345405,2.969693279,2.198119,-0.841501234
Babybell,bbl034e04_a_PTD.m,0.96,0.95,0.31,10,48,83,0.89,0.85,0.28,Hard,1.644853627,1.750686071,-0.495850347,2.246536419,2.140703974,-0.627417862
Babybell,bbl034e07_a_PTD.m,0.87,0.95,0.31,10,54,85,0.91,0.77,0.31,Easy,1.644853627,1.126391129,-0.495850347,1.622241476,2.140703974,-0.315270391
Babybell,bbl035b04_a_PTD.m,0.98,0.94,0.36,9,46,97,0.92,0.88,0.16,Hard,1.554773595,2.053748911,-0.358458793,2.412207704,1.913232388,-0.847645059
Babybell,bbl035b05_a_PTD.m,0.94,0.9,0.35,10,48,111,0.83,0.82,0.25,Easy,1.281551566,1.554773595,-0.385320466,1.940094061,1.666872032,-0.584726564
Babybell,bbl035c03_a_PTD.m,0.86,0.88,0.27,8,42,71,0.86,0.79,0.27,Easy,1.174986792,1.080319341,-0.612812991,1.693132332,1.787799783,-0.233753175
Babybell,bbl036e03_a_PTD.m,0.63,0.83,0.28,6,30,40,0.76,0.74,0.45,Hard,0.954165253,0.331853346,-0.582841507,0.914694854,1.53700676,0.12549408
Babybell,bbl036e06_a_PTD.m,0.85,0.91,0.23,11,55,91,0.86,0.79,0.37,Easy,1.340755034,1.036433389,-0.738846849,1.775280239,2.079601883,-0.14879327
Babybell,bbl036e08_a_PTD.m,0.32,0.17,0.1,6,25,30,0.45,0.58,0.55,Hard,-0.954165253,-0.467698799,-1.281551566,0.813852766,0.327386312,0.874625182
Babybell,Babybell_2017_02_08_PTD_2.m,0.91,0.95,0.4,11,57,134,0.85,0.8,0.27,Hard,1.644853627,1.340755034,-0.253347103,1.594102137,1.89820073,-0.543703965
Babybell,Babybell_2017_02_08_PTD_3.m,0.97,0.96,0.31,12,60,104,0.89,0.85,0.34,Easy,1.750686071,1.880793608,-0.495850347,2.376643955,2.246536419,-0.69247163
Babybell,Babybell_2017_02_08_PTD_5.m,0.69,0.67,0.22,12,62,95,0.67,0.64,0.56,Easy,0.439913166,0.495850347,-0.772193214,1.268043562,1.21210638,0.138171433
Babybell,Babybell_2017_02_09_PTD_2.m,0.92,0.95,0.39,11,53,141,0.82,0.79,0.36,Hard,1.644853627,1.40507156,-0.279319034,1.684390595,1.924172661,-0.562876263
Babybell,Babybell_2017_02_09_PTD_3.m,0.96,0.95,0.34,11,54,113,0.81,0.74,0.38,Easy,1.644853627,1.750686071,-0.412463129,2.163149201,2.057316756,-0.669111471
Babybell,Babybell_2017_02_14_PTD_2.m,0.76,0.7,0.31,10,51,108,0.67,0.66,0.72,Easy,0.524400513,0.706302563,-0.495850347,1.20215291,1.02025086,-0.105226108
Babybell,Babybell_2017_02_14_PTD_3.m,0.5,0.55,0.27,11,54,91,0.63,0.64,0.76,Hard,0.125661347,0,-0.612812991,0.612812991,0.738474338,0.306406496
Babybell,Babybell_2017_02_15_PTD_2.m,0.53,0.6,0.25,10,51,72,0.56,0.6,0.6,Hard,0.253347103,0.075269862,-0.67448975,0.749759612,0.927836853,0.299609944
Babybell,Babybell_2017_02_15_PTD_3.m,0.81,0.83,0.21,12,57,85,0.75,0.7,0.67,Easy,0.954165253,0.877896295,-0.806421247,1.684317542,1.7605865,-0.035737524
Babybell,Babybell_2017_02_15_PTD_4.m,0.65,0.64,0.26,11,52,72,0.66,0.65,0.82,Easy,0.358458793,0.385320466,-0.643345405,1.028665872,1.001804199,0.129012469
Babybell,Babybell_2017_02_15_PTD_5.m,0.62,0.67,0.25,12,60,80,0.71,0.72,0.53,Hard,0.439913166,0.305480788,-0.67448975,0.979970538,1.114402916,0.184504481
Babybell,Babybell_2017_02_16_PTD_2.m,0.98,0.95,0.24,10,47,67,0.89,0.89,0.41,Hard,1.644853627,2.053748911,-0.706302563,2.760051473,2.35115619,-0.673723174
Babybell,Babybell_2017_02_16_PTD_3.m,0.99,0.95,0.19,11,55,74,0.95,0.95,0.35,Easy,1.644853627,2.326347874,-0.877896295,3.204244169,2.522749922,-0.724225789
Babybell,Babybell_2017_02_16_PTD_4.m,0.85,0.96,0.2,12,53,71,0.85,0.79,0.51,Hard,1.750686071,1.036433389,-0.841621234,1.878054623,2.592307305,-0.097406078
Babybell,Babybell_2017_02_16_PTD_5.m,0.85,0.75,0.2,12,60,84,0.75,0.73,0.56,Easy,0.67448975,1.036433389,-0.841621234,1.878054623,1.516110984,-0.097406078
Babybell,Babybell_2017_02_17_PTD_3.m,0.68,0.71,0.2,14,68,74,0.76,0.65,0.59,Easy,0.55338472,0.467698799,-0.841621234,1.309320033,1.395005953,0.186961217
Babybell,Babybell_2017_02_17_PTD_4.m,0.62,0.8,0.22,15,71,97,0.77,0.69,0.63,Hard,0.841621234,0.305480788,-0.772193214,1.077674002,1.613814448,0.233356213
Babybell,Babybell_2017_02_20_PTD_2.m,0.98,0.95,0.4,10,47,122,0.86,0.86,0.41,Hard,1.644853627,2.053748911,-0.253347103,2.307096014,1.89820073,-0.900200904
Babybell,Babybell_2017_02_20_PTD_5.m,0.98,0.96,0.29,13,66,114,0.85,0.87,0.47,Easy,1.750686071,2.053748911,-0.55338472,2.60713363,2.304070791,-0.750182096
Babybell,bbl038d02_a_PTD.m,0.88,0.95,0.33,10,52,103,0.84,0.83,0.54,Hard,1.644853627,1.174986792,-0.439913166,1.614899958,2.084766793,-0.367536813
Babybell,bbl038d03_a_PTD.m,0.79,0.73,0.25,11,58,89,0.67,0.66,0.59,Easy,0.612812991,0.806421247,-0.67448975,1.480910997,1.287302741,-0.065965748
Babybell,bbl038e03_a_PTD.m,0.82,0.83,0.23,12,56,84,0.77,0.75,0.43,Easy,0.954165253,0.915365088,-0.738846849,1.654211937,1.693012102,-0.088259119
Babybell,Babybell_2017_02_22_PTD_2.m,0.98,0.96,0.38,12,54,123,0.86,0.79,0.22,Easy,1.750686071,2.053748911,-0.305480788,2.359229699,2.056166859,-0.874134061
Babybell,Babybell_2017_02_22_PTD_3.m,0.92,0.91,0.39,11,52,119,0.81,0.77,0.24,Hard,1.340755034,1.40507156,-0.279319034,1.684390595,1.620074068,-0.562876263
Babybell,Babybell_2017_02_22_PTD_5.m,0.97,0.92,0.44,6,30,81,0.7,0.75,0.54,Hard,1.40507156,1.880793608,-0.150969215,2.031762824,1.556040776,-0.864912196
Babybell,Babybell_2017_02_23_PTD_2.m,0.94,0.96,0.41,14,68,145,0.83,0.82,0.33,Hard,1.750686071,1.554773595,-0.227544977,1.782318571,1.978231048,-0.663614309
Babybell,Babybell_2017_02_23_PTD_3.m,0.99,0.94,0.4,8,37,110,0.85,0.86,0.3,Easy,1.554773595,2.326347874,-0.253347103,2.579694977,1.808120698,-1.036500385
Babybell,bbl039b04_a_PTD.m,0.97,0.83,0.32,3,15,25,0.81,0.86,0.4,Easy,0.954165253,1.880793608,-0.467698799,2.348492407,1.421864052,-0.706547405
Babybell,bbl039c04_a_PTD.m,0.98,0.95,0.39,10,47,138,0.81,0.82,0.32,Easy,1.644853627,2.053748911,-0.279319034,2.333067945,1.924172661,-0.887214938
Babybell,bbl039c05_a_PTD.m,0.82,0.96,0.41,12,57,138,0.86,0.79,0.28,Hard,1.750686071,0.915365088,-0.227544977,1.142910064,1.978231048,-0.343910056
Babybell,bbl039d04_a_PTD.m,0.96,0.94,0.37,8,48,98,0.84,0.82,0.26,Hard,1.554773595,1.750686071,-0.331853346,2.082539418,1.886626941,-0.709416362
Babybell,bbl039d05_a_PTD.m,0.98,0.94,0.32,9,48,84,0.9,0.85,0.27,Easy,1.554773595,2.053748911,-0.467698799,2.52144771,2.022472394,-0.793025056
Babybell,bbl039d07_a_PTD.m,0.74,0.62,0.26,13,62,124,0.69,0.72,0.31,Easy,0.305480788,0.643345405,-0.643345405,1.286690811,0.948826193,0
Babybell,bbl039d08_a_PTD.m,0.75,0.67,0.25,12,64,110,0.67,0.75,0.49,Hard,0.439913166,0.67448975,-0.67448975,1.3489795,1.114402916,0
Babybell,Babybell_2017_02_27_PTD_2.m,0.9,0.95,0.24,10,48,82,0.85,0.72,0.36,Easy,1.644853627,1.281551566,-0.706302563,1.987854128,2.35115619,-0.287624501
Babybell,Babybell_2017_02_27_PTD_3.m,0.56,0.9,0.26,10,50,77,0.77,0.6,0.68,Hard,1.281551566,0.150969215,-0.643345405,0.794314621,1.924896971,0.246188095
Babybell,Babybell_2017_02_27_PTD_5.m,0.75,0.9,0.33,10,53,104,0.77,0.72,0.32,Hard,1.281551566,0.67448975,-0.439913166,1.114402916,1.721464731,-0.117288292
Babybell,bbl040d03_a_PTD.m,0.83,0.75,0.24,4,18,29,0.75,0.8,0.57,Easy,0.67448975,0.954165253,-0.706302563,1.660467816,1.380792313,-0.123931345
Babybell,bbl040e03_a_PTD.m,0.75,0.5,0.32,2,12,19,0.53,0.6,0.17,Easy,0,0.67448975,-0.467698799,1.142188549,0.467698799,-0.103395476
Babybell,bbl040f03_a_PTD.m,0.47,0.57,0.23,7,34,61,0.64,0.55,0.35,Easy,0.176374165,-0.075269862,-0.738846849,0.663576987,0.915221014,0.407058356
Babybell,Babybell_2017_03_01_PTD_3.m,0.98,0.95,0.32,10,51,107,0.83,0.81,0.31,Easy,1.644853627,2.053748911,-0.467698799,2.52144771,2.112552426,-0.793025056
Babybell,Babybell_2017_03_01_PTD_4.m,0.98,0.95,0.32,10,50,94,0.87,0.84,0.28,Hard,1.644853627,2.053748911,-0.467698799,2.52144771,2.112552426,-0.793025056
Babybell,Babybell_2017_03_01_PTD_6.m,0.96,0.95,0.37,10,50,123,0.77,0.74,0.42,Easy,1.644853627,1.750686071,-0.331853346,2.082539418,1.976706973,-0.709416362
Babybell,Babybell_2017_03_01_PTD_7.m,0.91,0.95,0.43,10,53,136,0.84,0.79,0.41,Hard,1.644853627,1.340755034,-0.176374165,1.517129198,1.821227792,-0.582190434
Babybell,bbl041b03_a_PTD.m,0.96,0.83,0.46,3,13,28,0.82,0.84,0.38,Easy,0.954165253,1.750686071,-0.100433721,1.851119792,1.054598974,-0.825126175
Babybell,bbl041e03_a_PTD.m,0.98,0.94,0.37,9,48,89,0.83,0.78,0.32,Hard,1.554773595,2.053748911,-0.331853346,2.385602257,1.886626941,-0.860947782
Babybell,bbl041e04_a_PTD.m,0.96,0.9,0.3,10,49,86,0.81,0.8,0.32,Easy,1.281551566,1.750686071,-0.524400513,2.275086584,1.805952078,-0.613142779
Babybell,bbl041e07_a_PTD.m,0.98,0.94,0.35,9,48,91,0.91,0.83,0.24,Easy,1.554773595,2.053748911,-0.385320466,2.439069377,1.940094061,-0.834214222
Babybell,bbl041e08_a_PTD.m,0.85,0.75,0.26,4,20,31,0.71,0.8,0.49,Hard,0.67448975,1.036433389,-0.643345405,1.679778795,1.317835156,-0.196543992
Babybell,Babybell_2017_03_05_PTD_2.m,0.92,0.96,0.37,12,53,127,0.8,0.79,0.33,Hard,1.750686071,1.40507156,-0.331853346,1.736924907,2.082539418,-0.536609107
Babybell,Babybell_2017_03_05_PTD_3.m,0.95,0.94,0.34,8,44,108,0.84,0.79,0.34,Easy,1.554773595,1.644853627,-0.412463129,2.057316756,1.967236724,-0.616195249
Babybell,bbl043a06_a_PTD.m,0.98,0.94,0.41,8,41,104,0.78,0.78,0.34,Easy,1.554773595,2.053748911,-0.227544977,2.281293887,1.782318571,-0.913101967
Babybell,bbl043a09_a_PTD.m,0.88,0.75,0.7,2,4,10,0.8,0.7,0.24,Easy,0.67448975,1.174986792,0.524400513,0.650586279,0.150089237,-0.849693652
Babybell,bbl043b03_a_PTD.m,0.99,0.95,0.46,10,45,151,0.8,0.81,0.28,Hard,1.644853627,2.326347874,-0.100433721,2.426781595,1.745287347,-1.112957077
Babybell,bbl043b04_a_PTD.m,0.94,0.75,0.51,2,9,41,0.88,0.71,0.17,Easy,0.67448975,1.554773595,0.025068908,1.529704686,0.649420842,-0.789921251
Babybell,bbl043b05_a_PTD.m,0.92,0.95,0.39,10,51,132,0.84,0.72,0.31,Easy,1.644853627,1.40507156,-0.279319034,1.684390595,1.924172661,-0.562876263
Babybell,bbl043d03_a_PTD.m,0.94,0.94,0.4,9,49,136,0.85,0.81,0.27,Easy,1.554773595,1.554773595,-0.253347103,1.808120698,1.808120698,-0.650713246
Babybell,bbl043d04_a_PTD.m,0.93,0.89,0.34,9,45,97,0.78,0.81,0.29,Hard,1.22652812,1.475791028,-0.412463129,1.888254158,1.638991249,-0.531663949
Babybell,bbl043e03_a_PTD.m,0.88,0.75,0.42,2,8,19,0.74,0.61,0.27,Easy,0.67448975,1.174986792,-0.201893479,1.376880271,0.876383229,-0.486546656
Babybell,bbl044b03_a_PTD.m,0.88,0.92,0.44,6,26,71,0.88,0.77,0.2,Hard,1.40507156,1.174986792,-0.150969215,1.325956008,1.556040776,-0.512008788
Babybell,bbl044c06_a_PTD.m,0.94,0.94,0.42,9,48,139,0.81,0.81,0.39,Hard,1.554773595,1.554773595,-0.201893479,1.756667074,1.756667074,-0.676440058
Babybell,bbl044e03_a_PTD.m,0.93,0.94,0.48,9,42,135,0.74,0.69,0.29,Easy,1.554773595,1.475791028,-0.050153583,1.525944612,1.604927178,-0.712818722
Babybell,Babybell_2017_03_13_PTD_2.m,0.94,0.82,0.19,11,51,80,0.8,0.84,0.44,Easy,0.915365088,1.554773595,-0.877896295,2.43266989,1.793261383,-0.33843865
Babybell,Babybell_2017_03_13_PTD_3.m,0.82,0.75,0.22,8,38,54,0.71,0.83,0.66,Hard,0.67448975,0.915365088,-0.772193214,1.687558302,1.446682964,-0.071585937
